,genbank_accessions,genome_id,genome_name,organism_name,taxon_id,genome_status,strain,culture_collection,type_strain,completion_date,bioproject_accession,biosample_accession,refseq_accessions,sequencing_centers,sequencing_status,sequencing_platform,assembly_method,chromosomes,plasmids,genome_length,gc_content,refseq_cds,isolation_source,collection_date,isolation_country,geographic_location,host_name,host_health,comments,assembly_name,assembly_type,assembly_status,refseq_category,source_database,paired_accession,paired_assembly,bioproject_lineage_accessions,bioproject_lineage_titles,biosample_last_updated,biosample_publication_date,biosample_submission_date,biosample_package,biosample_status,biosample_description,biosample_owner,biosample_collected_by,biosample_lat_lon,biosample_sample_ids,biosample_models,biosample_bioprojects,biosample_attributes_json,annotation_name,annotation_provider,annotation_release_date,annotation_gene_total,annotation_gene_non_coding,annotation_gene_other,checkm_marker_set,checkm_marker_set_rank,checkm_version,checkm_completeness,checkm_contamination,checkm_completeness_percentile,checkm_species_tax_id,ani_match_status,ani_category,ani_comment,ani_submitted_match_assembly,ani_submitted_match_ani,ani_submitted_match_organism,assembly_stats_contig_n50,assembly_stats_contig_l50,assembly_stats_gc_count,assembly_stats_genome_coverage,assembly_stats_atgc_count,organism_infraspecific_names_strain,organism_infraspecific_names_isolate,assembly_stats_total_number_of_chromosomes,wgs_project_accession,annotation_count_gene_total,annotation_count_gene_protein_coding,annotation_count_gene_pseudogene,mash_cluster,mlst_source,mlst,isolation_source_l1,isolation_source_l2,serotype
790,GCA_036234315.1,GCF_036234315.1,Pseudomonas aeruginosa F003,Pseudomonas aeruginosa,287,Complete,F003,,,2024-01-26,PRJNA916184,SAMN32413503,GCF_036234315.1,Technical University of Denmark,OK,Oxford Nanopore MinION,Flye v. 2.9,2,1,6525632,66.5,5967,Cystic fibrosis human lung,2014-11-02,Denmark,Denmark,Homo sapiens,,,ASM3623431v1,haploid,current,,SOURCE_DATABASE_REFSEQ,GCA_036234315.1,"{'accession': 'GCA_036234315.1', 'status': 'current', 'annotationName': 'NCBI Prokaryotic Genome Annotation Pipeline (PGAP)'}",PRJNA916184,Studies on early isolates of clinical Pseudomonas aeruginosa,2024-01-30T14:06:09.737,2024-01-30T14:06:09.737,2022-12-27T07:36:03.787,Microbe.1.0,"{'status': 'live', 'when': '2024-01-30T14:06:09.737'}","{'title': 'Microbe sample from Pseudomonas aeruginosa', 'organism': {'taxId': 287, 'organismName': 'Pseudomonas aeruginosa'}}","{'name': 'Technical University of Denmark', 'contacts': [{}]}",,,"{'label': 'Sample name', 'value': 'F003'}","Microbe, viral or environmental",PRJNA916184,"[{""name"": ""strain"", ""value"": ""F003""}, {""name"": ""host"", ""value"": ""Homo sapiens""}, {""name"": ""isolation_source"", ""value"": ""Cystic fibrosis human lung""}, {""name"": ""collection_date"", ""value"": ""2014-11-02""}, {""name"": ""geo_loc_name"", ""value"": ""Denmark""}, {""name"": ""sample_type"", ""value"": ""culture samples from human patient surveilance""}]",GCF_036234315.1-RS_2025_03_12,NCBI RefSeq,2025-03-12,6104,79,,Pseudomonas aeruginosa,species,v1.2.3,99.32,0.38,46.2562,287,species_match,category_na,na,GCA_008801675.1,99.4,Pseudomonas aeruginosa,6478778,1,4325305,78.0,6525632,F003,,2.0,,6104.0,5967.0,58.0,90,PubMLST,2661,human,respiratory,O7
791,GCA_036236015.1,GCF_036236015.1,Pseudomonas aeruginosa 382,Pseudomonas aeruginosa,287,Complete,382,,,2024-01-26,PRJNA916184,SAMN32413502,GCF_036236015.1,Technical University of Denmark,OK,Oxford Nanopore MinION,Flye v. 2.9,2,1,7136351,66.0,6671,Cystic fibrosis human lung,2012-11-20,Denmark,Denmark,Homo sapiens,,,ASM3623601v1,haploid,current,,SOURCE_DATABASE_REFSEQ,GCA_036236015.1,"{'accession': 'GCA_036236015.1', 'status': 'current', 'annotationName': 'NCBI Prokaryotic Genome Annotation Pipeline (PGAP)'}",PRJNA916184,Studies on early isolates of clinical Pseudomonas aeruginosa,2024-01-30T14:06:09.713,2024-01-30T14:06:09.713,2022-12-27T07:36:03.777,Microbe.1.0,"{'status': 'live', 'when': '2024-01-30T14:06:09.713'}","{'title': 'Microbe sample from Pseudomonas aeruginosa', 'organism': {'taxId': 287, 'organismName': 'Pseudomonas aeruginosa'}}","{'name': 'Technical University of Denmark', 'contacts': [{}]}",,,"{'label': 'Sample name', 'value': '382'}","Microbe, viral or environmental",PRJNA916184,"[{""name"": ""strain"", ""value"": ""382""}, {""name"": ""host"", ""value"": ""Homo sapiens""}, {""name"": ""isolation_source"", ""value"": ""Cystic fibrosis human lung""}, {""name"": ""collection_date"", ""value"": ""2012-11-20""}, {""name"": ""geo_loc_name"", ""value"": ""Denmark""}, {""name"": ""sample_type"", ""value"": ""culture samples from human patient surveilance""}]",GCF_036236015.1-RS_2025_03_12,NCBI RefSeq,2025-03-12,6834,86,,Pseudomonas aeruginosa,species,v1.2.3,99.7,1.19,85.2789,287,species_match,category_na,na,GCA_024169805.1,99.39,Pseudomonas aeruginosa,6858110,1,4697919,297.0,7136351,382,,2.0,,6834.0,6671.0,77.0,74,BVBRC,27,human,respiratory,O1
792,GCA_036236975.1,GCF_036236975.1,Pseudomonas aeruginosa 214,Pseudomonas aeruginosa,287,Complete,214,,,2024-01-26,PRJNA916184,SAMN32413501,GCF_036236975.1,Technical University of Denmark,OK,Oxford Nanopore MinION,Flye v. 2.9,1,0,6702193,66.0,6082,Cystic fibrosis human lung,2009-07-27,Denmark,Denmark,Homo sapiens,,,ASM3623697v1,haploid,current,,SOURCE_DATABASE_REFSEQ,GCA_036236975.1,"{'accession': 'GCA_036236975.1', 'status': 'current', 'annotationName': 'NCBI Prokaryotic Genome Annotation Pipeline (PGAP)'}",PRJNA916184,Studies on early isolates of clinical Pseudomonas aeruginosa,2024-01-30T14:06:09.687,2024-01-30T14:06:09.687,2022-12-27T07:36:03.767,Microbe.1.0,"{'status': 'live', 'when': '2024-01-30T14:06:09.687'}","{'title': 'Microbe sample from Pseudomonas aeruginosa', 'organism': {'taxId': 287, 'organismName': 'Pseudomonas aeruginosa'}}","{'name': 'Technical University of Denmark', 'contacts': [{}]}",,,"{'label': 'Sample name', 'value': '214'}","Microbe, viral or environmental",PRJNA916184,"[{""name"": ""strain"", ""value"": ""214""}, {""name"": ""host"", ""value"": ""Homo sapiens""}, {""name"": ""isolation_source"", ""value"": ""Cystic fibrosis human lung""}, {""name"": ""collection_date"", ""value"": ""2009-07-27""}, {""name"": ""geo_loc_name"", ""value"": ""Denmark""}, {""name"": ""sample_type"", ""value"": ""culture samples from human patient surveilance""}]",GCF_036236975.1-RS_2025_03_12,NCBI RefSeq,2025-03-12,6230,81,,Pseudomonas aeruginosa,species,v1.2.3,98.69,1.42,19.3043,287,species_match,category_na,na,GCA_024169805.1,99.36,Pseudomonas aeruginosa,6702193,1,4420765,107.0,6702193,214,,1.0,,6230.0,6082.0,67.0,50,PubMLST,709,human,respiratory,O5
793,GCA_036236995.1,GCF_036236995.1,Pseudomonas aeruginosa 199,Pseudomonas aeruginosa,287,Complete,199,,,2024-01-26,PRJNA916184,SAMN32413500,GCF_036236995.1,Technical University of Denmark,OK,Oxford Nanopore MinION,Flye v. 2.9,1,0,6278469,66.5,5722,Cystic fibrosis human lung,2007-05-29,Denmark,Denmark,Homo sapiens,,,ASM3623699v1,haploid,current,,SOURCE_DATABASE_REFSEQ,GCA_036236995.1,"{'accession': 'GCA_036236995.1', 'status': 'current', 'annotationName': 'NCBI Prokaryotic Genome Annotation Pipeline (PGAP)'}",PRJNA916184,Studies on early isolates of clinical Pseudomonas aeruginosa,2024-01-30T14:06:09.673,2024-01-30T14:06:09.673,2022-12-27T07:36:03.757,Microbe.1.0,"{'status': 'live', 'when': '2024-01-30T14:06:09.673'}","{'title': 'Microbe sample from Pseudomonas aeruginosa', 'organism': {'taxId': 287, 'organismName': 'Pseudomonas aeruginosa'}}","{'name': 'Technical University of Denmark', 'contacts': [{}]}",,,"{'label': 'Sample name', 'value': '199'}","Microbe, viral or environmental",PRJNA916184,"[{""name"": ""strain"", ""value"": ""199""}, {""name"": ""host"", ""value"": ""Homo sapiens""}, {""name"": ""isolation_source"", ""value"": ""Cystic fibrosis human lung""}, {""name"": ""collection_date"", ""value"": ""2007-05-29""}, {""name"": ""geo_loc_name"", ""value"": ""Denmark""}, {""name"": ""sample_type"", ""value"": ""culture samples from human patient surveilance""}]",GCF_036236995.1-RS_2025_03_12,NCBI RefSeq,2025-03-12,5838,79,,Pseudomonas aeruginosa,species,v1.2.3,99.34,0.51,49.4313,287,species_match,category_na,na,GCA_001045685.1,99.45,Pseudomonas aeruginosa DSM 50071 = NBRC 12689,6278469,1,4177155,68.0,6278469,199,,1.0,,5838.0,5722.0,37.0,83,PubMLST,676,human,respiratory,O1
794,GCA_036237015.1,GCF_036237015.1,Pseudomonas aeruginosa 188,Pseudomonas aeruginosa,287,Complete,188,,,2024-01-26,PRJNA916184,SAMN32413499,GCF_036237015.1,Technical University of Denmark,OK,Oxford Nanopore MinION,Flye v. 2.9,1,0,6510093,66.5,5921,Cystic fibrosis human lung,2011-08-15,Denmark,Denmark,Homo sapiens,,,ASM3623701v1,haploid,current,,SOURCE_DATABASE_REFSEQ,GCA_036237015.1,"{'accession': 'GCA_036237015.1', 'status': 'current', 'annotationName': 'NCBI Prokaryotic Genome Annotation Pipeline (PGAP)'}",PRJNA916184,Studies on early isolates of clinical Pseudomonas aeruginosa,2024-01-30T14:06:09.667,2024-01-30T14:06:09.667,2022-12-27T07:36:03.747,Microbe.1.0,"{'status': 'live', 'when': '2024-01-30T14:06:09.667'}","{'title': 'Microbe sample from Pseudomonas aeruginosa', 'organism': {'taxId': 287, 'organismName': 'Pseudomonas aeruginosa'}}","{'name': 'Technical University of Denmark', 'contacts': [{}]}",,,"{'label': 'Sample name', 'value': '188'}","Microbe, viral or environmental",PRJNA916184,"[{""name"": ""strain"", ""value"": ""188""}, {""name"": ""host"", ""value"": ""Homo sapiens""}, {""name"": ""isolation_source"", ""value"": ""Cystic fibrosis human lung""}, {""name"": ""collection_date"", ""value"": ""2011-08-15""}, {""name"": ""geo_loc_name"", ""value"": ""Denmark""}, {""name"": ""sample_type"", ""value"": ""culture samples from human patient surveilance""}]",GCF_036237015.1-RS_2025_03_12,NCBI RefSeq,2025-03-12,6060,80,,Pseudomonas aeruginosa,species,v1.2.3,99.59,0.73,75.1242,287,species_match,category_na,na,GCA_024169805.1,99.42,Pseudomonas aeruginosa,6510093,1,4320442,112.0,6510093,188,,1.0,,6060.0,5921.0,59.0,74,BVBRC,27,human,respiratory,O1
795,GCA_036237035.1,GCF_036237035.1,Pseudomonas aeruginosa 135,Pseudomonas aeruginosa,287,Complete,135,,,2024-01-26,PRJNA916184,SAMN32413498,GCF_036237035.1,Technical University of Denmark,OK,Oxford Nanopore MinION,Flye v. 2.9,1,0,6369971,66.5,5793,Cystic fibrosis human lung,2008-07-16,Denmark,Denmark,Homo sapiens,,,ASM3623703v1,haploid,current,,SOURCE_DATABASE_REFSEQ,GCA_036237035.1,"{'accession': 'GCA_036237035.1', 'status': 'current', 'annotationName': 'NCBI Prokaryotic Genome Annotation Pipeline (PGAP)'}",PRJNA916184,Studies on early isolates of clinical Pseudomonas aeruginosa,2024-01-30T14:06:09.650,2024-01-30T14:06:09.650,2022-12-27T07:36:03.733,Microbe.1.0,"{'status': 'live', 'when': '2024-01-30T14:06:09.650'}","{'title': 'Microbe sample from Pseudomonas aeruginosa', 'organism': {'taxId': 287, 'organismName': 'Pseudomonas aeruginosa'}}","{'name': 'Technical University of Denmark', 'contacts': [{}]}",,,"{'label': 'Sample name', 'value': '135'}","Microbe, viral or environmental",PRJNA916184,"[{""name"": ""strain"", ""value"": ""135""}, {""name"": ""host"", ""value"": ""Homo sapiens""}, {""name"": ""isolation_source"", ""value"": ""Cystic fibrosis human lung""}, {""name"": ""collection_date"", ""value"": ""2008-07-16""}, {""name"": ""geo_loc_name"", ""value"": ""Denmark""}, {""name"": ""sample_type"", ""value"": ""culture samples from human patient surveilance""}]",GCF_036237035.1-RS_2025_03_12,NCBI RefSeq,2025-03-12,5959,79,,Pseudomonas aeruginosa,species,v1.2.3,99.03,1.21,28.5864,287,species_match,category_na,na,GCA_001457615.1,98.35,Pseudomonas aeruginosa,6369971,1,4233164,95.0,6369971,135,,1.0,,5959.0,5793.0,87.0,23,-,-,human,respiratory,O5
796,GCA_036237055.1,GCF_036237055.1,Pseudomonas aeruginosa 37,Pseudomonas aeruginosa,287,Complete,37,,,2024-01-26,PRJNA916184,SAMN32413497,GCF_036237055.1,Technical University of Denmark,OK,Oxford Nanopore MinION,Flye v. 2.9,1,0,6621869,66.5,6006,Cystic fibrosis human lung,2007-10-23,Denmark,Denmark,Homo sapiens,,,ASM3623705v1,haploid,current,,SOURCE_DATABASE_REFSEQ,GCA_036237055.1,"{'accession': 'GCA_036237055.1', 'status': 'current', 'annotationName': 'NCBI Prokaryotic Genome Annotation Pipeline (PGAP)'}",PRJNA916184,Studies on early isolates of clinical Pseudomonas aeruginosa,2024-01-30T14:06:09.630,2024-01-30T14:06:09.630,2022-12-27T07:36:03.720,Microbe.1.0,"{'status': 'live', 'when': '2024-01-30T14:06:09.630'}","{'title': 'Microbe sample from Pseudomonas aeruginosa', 'organism': {'taxId': 287, 'organismName': 'Pseudomonas aeruginosa'}}","{'name': 'Technical University of Denmark', 'contacts': [{}]}",,,"{'label': 'Sample name', 'value': '37'}","Microbe, viral or environmental",PRJNA916184,"[{""name"": ""strain"", ""value"": ""37""}, {""name"": ""host"", ""value"": ""Homo sapiens""}, {""name"": ""isolation_source"", ""value"": ""Cystic fibrosis human lung""}, {""name"": ""collection_date"", ""value"": ""2007-10-23""}, {""name"": ""geo_loc_name"", ""value"": ""Denmark""}, {""name"": ""sample_type"", ""value"": ""culture samples from human patient surveilance""}]",GCF_036237055.1-RS_2025_03_12,NCBI RefSeq,2025-03-12,6146,80,,Pseudomonas aeruginosa,species,v1.2.3,99.61,0.29,76.4274,287,species_match,category_na,na,GCA_001045685.1,99.44,Pseudomonas aeruginosa DSM 50071 = NBRC 12689,6621869,1,4392974,135.0,6621869,37,,1.0,,6146.0,6006.0,60.0,59,-,-,human,respiratory,O6
797,GCA_036237075.1,GCF_036237075.1,Pseudomonas aeruginosa 20,Pseudomonas aeruginosa,287,Complete,20,,,2024-01-26,PRJNA916184,SAMN32413496,GCF_036237075.1,Technical University of Denmark,OK,Oxford Nanopore MinION,Flye v. 2.9,1,0,6355870,66.5,5793,Cystic fibrosis human lung,2011-11-28,Denmark,Denmark,Homo sapiens,,,ASM3623707v1,haploid,current,,SOURCE_DATABASE_REFSEQ,GCA_036237075.1,"{'accession': 'GCA_036237075.1', 'status': 'current', 'annotationName': 'NCBI Prokaryotic Genome Annotation Pipeline (PGAP)'}",PRJNA916184,Studies on early isolates of clinical Pseudomonas aeruginosa,2024-01-30T14:06:09.617,2024-01-30T14:06:09.617,2022-12-27T07:36:03.710,Microbe.1.0,"{'status': 'live', 'when': '2024-01-30T14:06:09.617'}","{'title': 'Microbe sample from Pseudomonas aeruginosa', 'organism': {'taxId': 287, 'organismName': 'Pseudomonas aeruginosa'}}","{'name': 'Technical University of Denmark', 'contacts': [{}]}",,,"{'label': 'Sample name', 'value': '20'}","Microbe, viral or environmental",PRJNA916184,"[{""name"": ""strain"", ""value"": ""20""}, {""name"": ""host"", ""value"": ""Homo sapiens""}, {""name"": ""isolation_source"", ""value"": ""Cystic fibrosis human lung""}, {""name"": ""collection_date"", ""value"": ""2011-11-28""}, {""name"": ""geo_loc_name"", ""value"": ""Denmark""}, {""name"": ""sample_type"", ""value"": ""culture samples from human patient surveilance""}]",GCF_036237075.1-RS_2025_03_12,NCBI RefSeq,2025-03-12,5909,81,,Pseudomonas aeruginosa,species,v1.2.3,99.47,0.55,59.7957,287,species_match,category_na,na,GCA_001045685.1,99.42,Pseudomonas aeruginosa DSM 50071 = NBRC 12689,6355870,1,4226251,68.0,6355870,20,,1.0,,5909.0,5793.0,35.0,40,PubMLST,2604,human,respiratory,O6
798,GCA_036237095.1,GCF_036237095.1,Pseudomonas aeruginosa F002,Pseudomonas aeruginosa,287,Complete,F002,,,2024-01-26,PRJNA916184,SAMN32413495,GCF_036237095.1,Technical University of Denmark,OK,Oxford Nanopore MinION,Flye v. 2.9,1,0,7076089,65.5,6563,Cystic fibrosis human lung,2006-04-04,Denmark,Denmark,Homo sapiens,,,ASM3623709v1,haploid,current,,SOURCE_DATABASE_REFSEQ,GCA_036237095.1,"{'accession': 'GCA_036237095.1', 'status': 'current', 'annotationName': 'NCBI Prokaryotic Genome Annotation Pipeline (PGAP)'}",PRJNA916184,Studies on early isolates of clinical Pseudomonas aeruginosa,2024-01-30T14:06:09.610,2024-01-30T14:06:09.610,2022-12-27T07:36:03.700,Microbe.1.0,"{'status': 'live', 'when': '2024-01-30T14:06:09.610'}","{'title': 'Microbe sample from Pseudomonas aeruginosa', 'organism': {'taxId': 287, 'organismName': 'Pseudomonas aeruginosa'}}","{'name': 'Technical University of Denmark', 'contacts': [{}]}",,,"{'label': 'Sample name', 'value': 'F002'}","Microbe, viral or environmental",PRJNA916184,"[{""name"": ""strain"", ""value"": ""F002""}, {""name"": ""host"", ""value"": ""Homo sapiens""}, {""name"": ""isolation_source"", ""value"": ""Cystic fibrosis human lung""}, {""name"": ""collection_date"", ""value"": ""2006-04-04""}, {""name"": ""geo_loc_name"", ""value"": ""Denmark""}, {""name"": ""sample_type"", ""value"": ""culture samples from human patient surveilance""}]",GCF_036237095.1-RS_2025_03_12,NCBI RefSeq,2025-03-12,6727,87,,Pseudomonas aeruginosa,species,v1.2.3,99.55,1.07,71.2424,287,species_match,category_na,na,GCA_008801675.1,99.34,Pseudomonas aeruginosa,7076089,1,4651639,80.0,7076089,F002,,1.0,,6727.0,6563.0,77.0,93,PubMLST,381,human,respiratory,O2
799,GCA_036237115.1,GCF_036237115.1,Pseudomonas aeruginosa F001,Pseudomonas aeruginosa,287,Complete,F001,,,2024-01-26,PRJNA916184,SAMN32413494,GCF_036237115.1,Technical University of Denmark,OK,Oxford Nanopore MinION,Flye v. 2.9,1,0,6967503,66.0,6441,Cystic fibrosis human lung,2009-04-22,Denmark,Denmark,Homo sapiens,,,ASM3623711v1,haploid,current,,SOURCE_DATABASE_REFSEQ,GCA_036237115.1,"{'accession': 'GCA_036237115.1', 'status': 'current', 'annotationName': 'NCBI Prokaryotic Genome Annotation Pipeline (PGAP)'}",PRJNA916184,Studies on early isolates of clinical Pseudomonas aeruginosa,2024-01-30T14:06:09.050,2024-01-30T14:06:09.050,2022-12-27T07:36:03.677,Microbe.1.0,"{'status': 'live', 'when': '2024-01-30T14:06:09.050'}","{'title': 'Microbe sample from Pseudomonas aeruginosa', 'organism': {'taxId': 287, 'organismName': 'Pseudomonas aeruginosa'}}","{'name': 'Technical University of Denmark', 'contacts': [{}]}",,,"{'label': 'Sample name', 'value': 'F001'}","Microbe, viral or environmental",PRJNA916184,"[{""name"": ""strain"", ""value"": ""F001""}, {""name"": ""host"", ""value"": ""Homo sapiens""}, {""name"": ""isolation_source"", ""value"": ""Cystic fibrosis human lung""}, {""name"": ""collection_date"", ""value"": ""2009-04-22""}, {""name"": ""geo_loc_name"", ""value"": ""Denmark""}, {""name"": ""sample_type"", ""value"": ""culture samples from human patient surveilance""}]",GCF_036237115.1-RS_2025_03_12,NCBI RefSeq,2025-03-12,6589,86,,Pseudomonas aeruginosa,species,v1.2.3,99.82,0.87,94.5445,287,species_match,category_na,na,GCA_024169805.1,99.42,Pseudomonas aeruginosa,6967503,1,4598152,84.0,6967503,F001,,1.0,,6589.0,6441.0,62.0,73,PubMLST,395,human,respiratory,O6
800,GCA_036326305.1,GCF_036326305.1,Pseudomonas aeruginosa 2023CK-01621,Pseudomonas aeruginosa,287,Complete,2023CK-01621,,,2024-02-01,PRJNA812595,SAMN39122631,GCF_036326305.1,Utah Public Health Laboratory Infectious Disease submission group,OK,Illumina MiSeq; Oxford Nanopore GridION,Unicycler v. 0.5.0,1,0,6964336,66.0,6368,urine,2023-12-05,USA,USA,Homo sapiens,,,ASM3632630v1,haploid,current,,SOURCE_DATABASE_REFSEQ,GCA_036326305.1,"{'accession': 'GCA_036326305.1', 'status': 'current', 'annotationName': 'NCBI Prokaryotic Genome Annotation Pipeline (PGAP)'}",PRJNA812595,Assorted bacteria with public health implications,2024-01-24T11:23:28.425,2023-12-26T00:00:00.000,2023-12-26T12:58:04.890,Pathogen.cl.1.0,"{'status': 'live', 'when': '2023-12-26T12:58:04.893'}","{'title': 'Pathogen: clinical or host-associated sample from Pseudomonas aeruginosa', 'organism': {'taxId': 287, 'organismName': 'Pseudomonas aeruginosa'}}",{'name': 'Utah Public Health Laboratory Infectious Disease submission group'},,Missing,"{'label': 'Sample name', 'value': '2023CK-01621'};{'db': 'SRA', 'value': 'SRS19986437'}",Pathogen.cl,PRJNA288601,"[{""name"": ""collected_by"", ""value"": ""NA""}, {""name"": ""collection_date"", ""value"": ""2023-12-05""}, {""name"": ""geo_loc_name"", ""value"": ""USA""}, {""name"": ""host"", ""value"": ""Homo sapiens""}, {""name"": ""host_disease"", ""value"": ""NA""}, {""name"": ""isolation_source"", ""value"": ""urine""}, {""name"": ""lat_lon"", ""value"": ""Missing""}, {""name"": ""mlst"", ""value"": ""MLST1203,PubMLSTpaeruginosa""}, {""name"": ""isolate"", ""value"": ""missing""}, {""name"": ""strain"", ""value"": ""2023CK-01621""}]",GCF_036326305.1-RS_2025_03_12,NCBI RefSeq,2025-03-12,6553,80,,Pseudomonas aeruginosa,species,v1.2.3,98.97,1.71,26.0574,287,species_match,category_na,na,GCA_024169805.1,98.7,Pseudomonas aeruginosa,6964336,1,4589476,50.0,6964336,2023CK-01621,,1.0,,6553.0,6368.0,105.0,7,PubMLST,1203,human,urinary,O5
801,GCA_036417705.1,GCF_036417705.1,Pseudomonas aeruginosa PA27_WM3_03.23_ST27,Pseudomonas aeruginosa,287,Complete,PA27_WM3_03.23_ST27,,,2024-02-06,PRJNA1071011,SAMN39669687,GCF_036417705.1,United Kingdom Health Security Agency,OK,Oxford Nanopore MinION,flye v. 2.9.1-b1780; medaka v. 1.7.2,1,0,6716152,66.0,6064,sputum,2023-01-09,United Kingdom,United Kingdom,Homo sapiens,,,ASM3641770v1,haploid,current,,SOURCE_DATABASE_REFSEQ,GCA_036417705.1,"{'accession': 'GCA_036417705.1', 'status': 'current', 'annotationName': 'NCBI Prokaryotic Genome Annotation Pipeline (PGAP)'}",PRJNA1071011,Q20 nanopore long-read sequencing of isolates of Pseudomonas aeruginosa.,2024-01-31T11:40:51.280,2024-01-30T00:00:00.000,2024-01-30T09:01:03.926,Microbe.1.0,"{'status': 'live', 'when': '2024-01-30T09:01:03.928'}","{'title': 'Pseudomonas aeruginosa PA27_WM3_03.23_ST27', 'organism': {'taxId': 287, 'organismName': 'Pseudomonas aeruginosa'}}","{'name': 'United Kingdom Health Security Agency', 'contacts': [{}]}",,,"{'label': 'Sample name', 'value': 'PA27_WM3_03.23_ST27'}","Microbe, viral or environmental",PRJNA1071011,"[{""name"": ""host"", ""value"": ""Homo sapiens""}, {""name"": ""isolation_source"", ""value"": ""sputum""}, {""name"": ""collection_date"", ""value"": ""2023-01-09""}, {""name"": ""geo_loc_name"", ""value"": ""United Kingdom""}, {""name"": ""sample_type"", ""value"": ""pure culture""}, {""name"": ""genotype"", ""value"": ""ST27""}, {""name"": ""isolate"", ""value"": ""missing""}, {""name"": ""strain"", ""value"": ""PA27_WM3_03.23_ST27""}]",GCF_036417705.1-RS_2025_03_13,NCBI RefSeq,2025-03-13,6299,85,,Pseudomonas aeruginosa,species,v1.2.3,97.02,0.7,6.77526,287,species_match,category_na,na,GCA_024169805.1,99.39,Pseudomonas aeruginosa,6716152,1,4439667,40.0,6716152,PA27_WM3_03.23_ST27,,1.0,,6299.0,6064.0,150.0,74,BVBRC,27,human,respiratory,O1
802,GCA_036417805.1,GCF_036417805.1,Pseudomonas aeruginosa PA11_WM3_21.22_ST27,Pseudomonas aeruginosa,287,Complete,PA11_WM3_21.22_ST27,,,2024-02-06,PRJNA1071011,SAMN39669686,GCF_036417805.1,United Kingdom Health Security Agency,OK,Oxford Nanopore MinION,flye v. 2.9.1-b1780; medaka v. 1.7.2,1,0,6716160,66.0,6048,sputum,2022-05-16,United Kingdom,United Kingdom,Homo sapiens,,,ASM3641780v1,haploid,current,,SOURCE_DATABASE_REFSEQ,GCA_036417805.1,"{'accession': 'GCA_036417805.1', 'status': 'current', 'annotationName': 'NCBI Prokaryotic Genome Annotation Pipeline (PGAP)'}",PRJNA1071011,Q20 nanopore long-read sequencing of isolates of Pseudomonas aeruginosa.,2024-01-31T11:40:51.266,2024-01-30T00:00:00.000,2024-01-30T09:01:03.916,Microbe.1.0,"{'status': 'live', 'when': '2024-01-30T09:01:03.919'}","{'title': 'Pseudomonas aeruginosa PA11_WM3_21.22_ST27', 'organism': {'taxId': 287, 'organismName': 'Pseudomonas aeruginosa'}}","{'name': 'United Kingdom Health Security Agency', 'contacts': [{}]}",,,"{'label': 'Sample name', 'value': 'PA11_WM3_21.22_ST27'}","Microbe, viral or environmental",PRJNA1071011,"[{""name"": ""host"", ""value"": ""Homo sapiens""}, {""name"": ""isolation_source"", ""value"": ""sputum""}, {""name"": ""collection_date"", ""value"": ""2022-05-16""}, {""name"": ""geo_loc_name"", ""value"": ""United Kingdom""}, {""name"": ""sample_type"", ""value"": ""pure culture""}, {""name"": ""genotype"", ""value"": ""ST27""}, {""name"": ""isolate"", ""value"": ""missing""}, {""name"": ""strain"", ""value"": ""PA11_WM3_21.22_ST27""}]",GCF_036417805.1-RS_2025_03_13,NCBI RefSeq,2025-03-13,6298,85,,Pseudomonas aeruginosa,species,v1.2.3,96.96,0.7,6.59304,287,species_match,category_na,na,GCA_024169805.1,99.39,Pseudomonas aeruginosa,6716160,1,4439661,38.0,6716160,PA11_WM3_21.22_ST27,,1.0,,6298.0,6048.0,165.0,74,BVBRC,27,human,respiratory,O1
